R1;Identificador;Identificador plan inversión;Padre;Denominación tramo;Número;Acometida;Código acometida;Tensión explotación (kV);Tensión construcción (kV);Longitud calculada (m);Longitud real (m);Situación;Tipo fase;Fase;Conductor;Sección del conductor (mm2);Intensidad máxima (A);Capacidad máxima (kVA);Capacidad calculada (kVA);Resistencia (Ω);Reactancia (Ω);Nº circuitos;Nº conductores;Fecha APM;Fecha baja;Fecha cesión;Fecha última inversión;Propiedad;% Financiado;Coordenada X inicio;Coordenada Y inicio;Coordenada Z inicio;Coordenada X fin;Coordenada Y fin;Coordenada Z fin;Nudo inicio;Nudo fin;CT AA;CCAA inicio;CCAA fin;Municipio;Provincia;Parroquia/población;Punto frontera;Titular;Expediente/CIE;Observaciones;Arqueta/apoyo Inicio;Arqueta/apoyo Fin;Nº segmentos;Borrado;Coordenada X inicio Z29;Coordenada Y inicio Z29;Coordenada X fin Z29;Coordenada Y fin Z29;Coordenada X inicio Z31;Coordenada Y inicio Z31;Coordenada X fin Z31;Coordenada Y fin Z31;Sustituye a;Sustituido por;Inspección;Excluido conectividad;Digitalizar;Presentar retribución
R1-112;'112.BTV.D100000346;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 250-252;'250-252;No;;0,4;0,4;2,82842712;2,8280000000000003;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335553,356;4082850,0456;431;335551,356;4082852,0466;431;0484516118LB368772972;0484518404LB368773149;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;2;;870365,9075;4089327,4067;870363,7828;4089329,2805;-199764,6771;4110113,6786;-199766,5575;4110115,814;;;;;;
R1-112;'112.BTV.D100000281;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 186-187;'186-187;No;;0,4;0,4;5,3888867099999995;5,385;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335605,356;4082869,0462;426;335610,356;4082867,045;426;0484458211LB368774775;0484452560LB368774603;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870416,6792;4089349,6683;870421,8021;4089347,9831;-199711,2784;4110129,448;-199706,3869;4110127,1219;;;;;;
R1-112;'112.BTV.D100000179;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 114-115;'114-115;No;;0,4;0,4;2,2361127;2,236;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335605,356;4082918,0466;415;335603,356;4082919,0464;415;0484459273LB368779190;0484461538LB368779276;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870413,595;4089398,6382;870411,5334;4089399,5115;-199708,1673;4110178,6296;-199710,1112;4110179,7601;;;;;;
R1-112;'112.BTV.D100000722;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 187-188;'187-188;No;;0,4;0,4;6,08276253;6,083;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335420,355;4082665,047;438;335421,355;4082659,0475;438;0484661266LB368756072;0484660014LB368755533;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870244,633;4089134,1524;870246,01;4089128,2197;-199909,9157;4109936,4396;-199909,2929;4109930,3544;;;;;;
R1-112;'112.BTV.D100000479;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 206-AC1;'206-AC1;Sí;112-02802172;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335640,355;4082796,0441;451;335640,355;4082795,0441;451;0484417377LB368768258;0484417355LB368768168;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870456,2511;4089278,9145;870456,3141;4089277,9151;-199680,7849;4110053,9538;-199680,8484;4110052,9501;;;;;;
R1-112;'112.BTV.D100000386;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 31-AC1;'31-AC1;Sí;112-02804020;0,4;0,4;8,06225775;8,602;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335583,354;4082640,0447;470;335582,354;4082632,0439;470;0484477922LB368754103;0484478870LB368753381;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399939;;1;;870409,104;4089119,4244;870408,6082;4089111,3658;-199747,9009;4109900,9963;-199749,4125;4109893,0294;;;;;;
R1-112;'112.BTV.D200000306;;'112.LBT.D200000128;LP35 DEPÓSITO DE AGUA 1-2;'1-2;No;;0,4;0,4;27,06286129;26,325;Subterránea;Trifásico;;RV 4X50 AL;50;120;83,13843876;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335592,884;4082562,9909;474;335595,353;4082536,0429;474;0484465565LB368747178;0484462212LB368744754;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.ARQ.SG000556449;1;;870423,4777;4089043,0184;870427,6411;4089016,2425;-199743,2276;4109823,0524;-199742,4603;4109795,848;;;;;;
R1-112;'112.BTV.D100000621;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 129-AC1;'129-AC1;Sí;112-02804094;0,4;0,4;2,23606798;2,236;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335511,355;4082773,0458;443;335512,355;4082771,0464;443;0484561553LB368765961;0484560388LB368765783;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870328,779;4089247,8112;870329,9042;4089245,8761;-199811,7222;4110039,0605;-199810,8454;4110036,9903;;;;;;
R1-112;'112.BTV.D100000382;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 29-30;'29-30;No;;0,4;0,4;18,02775638;19,723;Aérea;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335564,354;4082648,0446;467;335581,354;4082642,0445;467;0484499404LB368754791;0484480209LB368754280;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399909;112.APO.SG000399935;1;;870389,6124;4089126,2236;870406,9794;4089121,2972;-199766,4633;4109910,232;-199749,7814;4109903,1304;;;;;;
R1-112;'112.BTV.D100000089;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 70-71;'70-71;No;;0,4;0,4;3,6055512800000002;8,775;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335693,355;4082857,044;424;335690,355;4082859,0442;424;0484359258LB368773846;0484362666LB368774021;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870505,3789;4089343,2123;870502,2549;4089345,0224;-199623,716;4110111,8143;-199626,6001;4110114,0124;;;;;;
R1-112;'112.BTV.P200000005;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 265-266;'265-266;No;;0,4;0,4;5,3888867099999995;5,385;Fachada;Trifásico;;RZ 3X95 AL /54.6;95;230;159,3486743;;0,193;0,09000000000000001;1;Simplex;9/2/2015, 0:00:00;;;;Propio;100;335611,356;4082867,0446;426;335606,356;4082869,0457;426;0484451438LB368774605;0484457089LB368774776;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870422,8014;4089348,0455;870417,6786;4089349,7308;-199705,3833;4110127,058;-199710,2748;4110129,384;;;;;;
R1-112;'112.BTV.D100000407;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 50-51;'50-51;No;;0,4;0,4;2,82842712;2,8280000000000003;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335553,354;4082673,0454;457;335555,354;4082671,0456;457;0484512282LB368757025;0484509996LB368756848;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870377,0457;4089150,5165;870379,1703;4089148,6438;-199775,9167;4109936,0237;-199774,0363;4109933,8895;;;;;;
R1-112;'112.BTV.D100000767;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 9-AC1;'9-AC1;Sí;112-02804006;0,4;0,4;1,42130222;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X10);10;135,9;94,1542819;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335521,3541;4082633,0456;450;335520,354;4082632,0449;450;0484547303LB368753365;0484548403LB368753273;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870347,5832;4089108,5276;870346,6468;4089107,4646;-199810,5746;4109897,9075;-199811,6418;4109896,9666;;;;;;
R1-112;'112.BTV.D100000619;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 127-128;'127-128;No;;0,4;0,4;8,24621125;8,246;Aérea;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335509,355;4082764,0466;443;335511,355;4082772,0458;443;0484563600LB368765147;0484561531LB368765871;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399853;1;;870327,3467;4089238,6918;870328,8419;4089246,8119;-199814,3009;4110030,1551;-199811,7857;4110038,0568;;;;;;
R1-112;'112.BTV.D100000475;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 202-AC1;'202-AC1;Sí;112-02802168;0,4;0,4;1;1;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335657,355;4082783,0441;457;335657,355;4082782,0441;457;0484398030LB368767116;0484398008LB368767026;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870474,0588;4089266,9925;870474,1218;4089265,9931;-199664,5474;4110039,8264;-199664,6109;4110038,8227;;;;;;
R1-112;'112.BTV.D100000197;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 124-125;'124-125;No;;0,4;0,4;5;7,071;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335607,356;4082906,0456;415;335603,356;4082909,0463;415;0484456770LB368778112;0484461321LB368778375;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870416,3492;4089386,7705;870412,1627;4089389,5177;-199706,9219;4110166,4572;-199710,7462;4110169,723;;;;;;
R1-112;'112.BTV.D100000486;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 212-AC2;'212-AC2;Sí;112-02802179;0,4;0,4;1;12,042;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335631,355;4082808,045;439;335631,355;4082809,045;439;0484427731LB368769324;0484427752LB368769414;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870446,5014;4089290,3414;870446,4385;4089291,3408;-199689,0562;4110066,5705;-199688,9928;4110067,5742;;;;;;
R1-112;'112.BTV.D100000727;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 190-AC1;'190-AC1;Sí;112-02804139;0,4;0,4;1;6,083;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335423,355;4082652,0476;448;335424,355;4082652,0472;448;0484657619LB368754906;0484656498LB368754908;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870248,4493;4089121,35;870249,4487;4089121,4125;-199907,7299;4109923,2017;-199906,7262;4109923,1377;;;;;;
R1-112;'112.BTV.D200000332;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 17-AC1;'17-AC1;Sí;112-02802007;0,4;0,4;1;6,083;Subterránea;Monofásico;;RZ 2X16 AL;16;70;48,49742261;;1,15;0,10500000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335698,354;4082633,0425;440;335699,354;4082633,042;440;0484348800LB368753673;0484347678LB368753674;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556503;;1;;870524,4733;4089119,6644;870525,4727;4089119,7269;-199632,9201;4109886,6671;-199631,9165;4109886,6032;;;;;;
R1-112;'112.BTV.D100000110;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 81-82;'81-82;No;;0,4;0,4;5;5;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335669,355;4082862,0437;424;335673,355;4082859,0441;424;0484386283LB368774255;0484381732LB368773992;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870481,0791;4089346,6983;870485,2654;4089343,9523;-199647,4873;4110118,3562;-199643,663;4110115,0916;;;;;;
R1-112;'112.BTV.D100000804;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 65-AC1;'65-AC1;Sí;112-02804047;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335511,355;4082720,0465;445;335511,355;4082719,0465;445;0484560403LB368761186;0484560382LB368761096;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870332,1147;4089194,845;870332,1776;4089193,8456;-199815,0871;4109985,8651;-199815,1506;4109984,8614;;;;;;
R1-112;'112.BTV.D100000582;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 106-AC1;'106-AC1;Sí;112-02804078;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335470,355;4082742,0471;435;335469,355;4082742,0476;435;0484606862LB368763097;0484607983LB368763095;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870289,7556;4089214,2514;870288,7562;4089214,1889;-199854,842;4110010,5502;-199855,8457;4110010,6142;;;;;;
R1-112;'112.BTV.D100000164;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 107-AC1;'107-AC1;Sí;112-02802089;0,4;0,4;1,41414285;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335631,356;4082896,0456;419;335632,356;4082897,0452;419;0484429637LB368777253;0484428537LB368777344;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870440,9636;4089378,2874;870441,9001;4089379,3493;-199683,4681;4110154,8965;-199682,4009;4110155,8362;;;;;;
R1-112;'112.BTV.D100000363;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 10-11;'10-11;No;;0,4;0,4;10,304372859999999;10,296;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335518,354;4082638,0448;449;335513,354;4082647,045;449;0484550776LB368753810;0484556578LB368754612;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870344,2704;4089113,3349;870338,707;4089122,0148;-199813,2684;4109903,1157;-199817,7155;4109912,4666;;;;;;
R1-112;'112.BTV.D100000524;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 254-AC2;'254-AC2;Sí;112-02802217;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335562,356;4082850,0459;431;335563,356;4082850,0466;431;0484506024LB368772988;0484504903LB368772990;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870374,9018;4089327,9734;870375,9011;4089328,037;-199755,6438;4110113,1075;-199754,6401;4110113,0446;;;;;;
R1-112;'112.BTV.P200000009;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 269-270;'269-270;No;;0,4;0,4;5,09901951;5,099;Fachada;Trifásico;;RZ 3X95 AL /54.6;95;230;159,3486743;;0,193;0,09000000000000001;1;Simplex;9/2/2015, 0:00:00;;;;Propio;100;335597,356;4082871,0466;426;335592,3561;4082872,0466;426;0484467226LB368774941;0484472856LB368775022;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870408,5582;4089351,1639;870403,4985;4089351,8487;-199719,181;4110131,9636;-199724,1359;4110133,2849;;;;;;
R1-112;'112.BTV.D100000188;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 119-120;'119-120;No;;0,4;0,4;6,70820393;6,708;Aérea;Trifásico;;RZ 4X50 AL;50;150;103,92304845;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335617,356;4082907,0465;420;335611,356;4082904,0459;420;0484445576LB368778219;0484452240LB368777939;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399966;1;;870426,2799;4089388,4003;870420,4725;4089385,0239;-199696,8214;4110166,8269;-199703,0341;4110164,1962;;;;;;
R1-112;'112.BTV.D100000379;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 26-27;'26-27;No;;0,4;0,4;5,385164809999999;5,385;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335536,354;4082630,0452;457;335531,354;4082628,0453;457;0484530415LB368753121;0484535980LB368752932;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870362,7626;4089106,4732;870357,8916;4089104,1598;-199795,7096;4109893,9437;-199800,8551;4109892,2539;;;;;;
R1-112;'112.BTV.D100000522;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 253-AC1;'253-AC1;Sí;112-02802215;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335549,356;4082853,0464;431;335548,356;4082853,0469;431;0484520669LB368773236;0484521790LB368773234;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870361,7211;4089330,1538;870360,7217;4089330,0913;-199768,5014;4110116,9445;-199769,505;4110117,0084;;;;;;
R1-112;'112.BTV.D100000028;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 34-35;'34-35;No;;0,4;0,4;14,14213562;14,142;Fachada;Trifásico;;RV 4X50 AL;50;120;83,13843876;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335703,355;4082745,0432;443;335717,355;4082747,0425;443;0484345617LB368763773;0484329959LB368763977;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870522,422;4089231,9104;870536,2875;4089234,7896;-199620,7899;4109998,7644;-199606,6112;4109999,8823;;;;;;
R1-112;'112.BTV.D100000678;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 162-AC1;'162-AC1;Sí;112-02804118;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335465,355;4082705,0469;438;335466,355;4082704,0476;438;0484611667LB368759755;0484610523LB368759666;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870287,0874;4089176,9596;870288,1497;4089176,0238;-199862,2096;4109973,7306;-199861,2694;4109972,664;;;;;;
R1-112;'112.BTV.D100000766;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 8-AC1;'8-AC1;Sí;112-02804005;0,4;0,4;1,4142842700000002;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X10);10;135,9;94,1542819;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335523,354;4082628,0446;450;335522,354;4082627,0451;450;0484544951LB368752918;0484546051LB368752826;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870349,8966;4089103,6556;870348,9601;4089102,5938;-199808,8848;4109892,7611;-199809,9519;4109891,8213;;;;;;
R1-112;'112.BTV.D100000792;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 50-AC1;'50-AC1;Sí;112-02804035;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335553,354;4082673,0454;457;335552,354;4082673,0448;457;0484512282LB368757025;0484513404LB368757023;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870377,0457;4089150,5165;870376,0464;4089150,453;-199775,9167;4109936,0237;-199776,9205;4109936,0866;;;;;;
R1-112;'112.BTV.D100000424;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 67-68;'67-68;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335507,355;4082722,0461;445;335506,355;4082725,0466;445;0484564933LB368761359;0484566119LB368761628;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870327,9913;4089196,5916;870326,8031;4089199,5273;-199818,975;4109988,1262;-199819,7882;4109991,2013;;;;;;
R1-112;'112.BTV.D100000772;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 17-AC1;'17-AC1;Sí;112-0280400;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X10);10;135,9;94,1542819;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335513,354;4082658,0451;449;335514,354;4082658,0446;449;0484556817LB368755603;0484555695LB368755605;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870338,0147;4089133,008;870339,0141;4089133,0705;-199817,017;4109923,5074;-199816,0135;4109923,4435;;;;;;
R1-112;'112.BTV.D100000640;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 137-141;'137-141;No;;0,4;0,4;13,92838828;14,491;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335515,355;4082790,0474;442;335528,355;4082795,0458;442;0484557435LB368767500;0484542964LB368767973;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870331,7064;4089265,054;870344,3837;4089270,8675;-199806,628;4110055,8711;-199793,2626;4110060,0626;;;;;;
R1-112;'112.BTV.D100000716;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 184-185;'184-185;No;;0,4;0,4;5,09901951;5,099;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335416,355;4082677,0468;438;335417,355;4082672,0473;438;0484666012LB368757146;0484664782LB368756698;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870239,8803;4089145,8929;870241,1943;4089140,9596;-199913,1686;4109948,7377;-199912,4824;4109943,6563;;;;;;
R1-112;'112.BTV.P200000001;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 175-262;'175-262;No;;0,4;0,4;1;1;Aérea;Trifásico;;RZ 3X95 AL /54.6;95;230;159,3486743;;0,193;0,09000000000000001;1;Simplex;9/2/2015, 0:00:00;;;;Propio;100;335618,356;4082869,0447;426;335619,356;4082869,0453;426;0484443631LB368774797;0484442510LB368774799;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399972;1;;870429,6711;4089350,485;870430,6706;4089350,5486;-199698,2305;4110128,6211;-199697,2267;4110128,5582;;;;;;
R1-112;'112.BTV.D100000152;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 101-AC1;'101-AC1;Sí;112-02802083;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335643,356;4082887,0456;419;335644,356;4082888,0452;419;0484415983LB368776463;0484414883LB368776554;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870453,5227;4089370,0483;870454,4592;4089371,1102;-199671,9951;4110145,1013;-199670,9279;4110146,0411;;;;;;
R1-112;'112.BTV.D100000402;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 45-46;'45-46;No;;0,4;0,4;3,15288725;3,162;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335538,355;4082702,0448;451;335539,355;4082699,0454;451;0484529732LB368759611;0484528546LB368759343;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870360,2309;4089178,5539;870361,419;4089175,6193;-199789,1301;4109966,0827;-199788,3168;4109963,0087;;;;;;
R1-112;'112.BTV.D100000764;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 6-AC2;'6-AC2;Sí;112-02804003;0,4;0,4;2,23615742;2,236;Fachada;Monofásico;;MANGUERA CU(2X16);16;177,8;123,18345343;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335531,354;4082614,0452;457;335532,354;4082612,0447;457;0484535676LB368751670;0484534511LB368751492;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870358,7728;4089090,1684;870359,898;4089088,2321;-199801,7439;4109878,202;-199800,8673;4109876,1306;;;;;;
R1-112;'112.BTV.D100000263;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 168-169;'168-169;No;;0,4;0,4;6,40312424;6,4030000000000005;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335680,355;4082823,044;438;335685,355;4082819,044;438;0484373102LB368770760;0484367407LB368770409;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870494,527;4089308,4152;870499,7756;4089304,7323;-199638,9228;4110078,514;-199634,1582;4110074,1817;;;;;;
R1-112;'112.BTV.D200000312;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 3-4;'3-4;No;;0,4;0,4;5,3755953199999995;6;Subterránea;Trifásico;;RV 3X240 AL /150;240;320;221,70250337;;0,125;0,08;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335599,91;4082622,5226;471;335605,285;4082622,4387;471;0484458975LB368752554;0484452946LB368752555;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870426,7525;4089102,9552;870432,1295;4089103,2097;-199732,3961;4109882,3582;-199727,0066;4109881,9328;;;;;;
