R1;Identificador;Identificador plan inversión;Padre;Denominación tramo;Número;Acometida;Código acometida;Tensión explotación (kV);Tensión construcción (kV);Longitud calculada (m);Longitud real (m);Situación;Tipo fase;Fase;Conductor;Sección del conductor (mm2);Intensidad máxima (A);Capacidad máxima (kVA);Capacidad calculada (kVA);Resistencia (Ω);Reactancia (Ω);Nº circuitos;Nº conductores;Fecha APM;Fecha baja;Fecha cesión;Fecha última inversión;Propiedad;% Financiado;Coordenada X inicio;Coordenada Y inicio;Coordenada Z inicio;Coordenada X fin;Coordenada Y fin;Coordenada Z fin;Nudo inicio;Nudo fin;CT AA;CCAA inicio;CCAA fin;Municipio;Provincia;Parroquia/población;Punto frontera;Titular;Expediente/CIE;Observaciones;Arqueta/apoyo Inicio;Arqueta/apoyo Fin;Nº segmentos;Borrado;Coordenada X inicio Z29;Coordenada Y inicio Z29;Coordenada X fin Z29;Coordenada Y fin Z29;Coordenada X inicio Z31;Coordenada Y inicio Z31;Coordenada X fin Z31;Coordenada Y fin Z31;Sustituye a;Sustituido por;Inspección;Excluido conectividad;Digitalizar;Presentar retribución
R1-112;'112.BTV.D100000383;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 30-31;'30-31;No;;0,4;0,4;2,82842712;2,8280000000000003;Aérea;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335581,354;4082642,0445;467;335583,354;4082640,0447;467;0484480209LB368754280;0484477922LB368754103;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399935;112.APO.SG000399939;1;;870406,9794;4089121,2972;870409,104;4089119,4244;-199749,7814;4109903,1304;-199747,9009;4109900,9963;;;;;;
R1-112;'112.BTV.D100000455;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 176-AC1;'176-AC1;Sí;112-02802148;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335621,356;4082868,0455;426;335622,356;4082869,0451;426;0484440245LB368774712;0484439145LB368774804;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870432,7322;4089349,6753;870433,6687;4089350,7372;-199695,2827;4110127,4277;-199694,2156;4110128,3675;;;;;;
R1-112;'112.BTV.D100000438;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 155-AC1;'155-AC1;Sí;112-02802131;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335668,355;4082839,044;432;335668,355;4082840,044;432;0484386906LB368772181;0484386928LB368772271;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870481,5274;4089323,6499;870481,4644;4089324,6493;-199649,9513;4110095,335;-199649,8878;4110096,3387;;;;;;
R1-112;'112.BTV.D200000331;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 16-17;'16-17;No;;0,4;0,4;18,24828759;18,682;Subterránea;Trifásico;;RV 4X50 AL;50;120;83,13843876;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335701,354;4082651,0424;446;335698,354;4082633,0425;446;0484345825LB368755300;0484348800LB368753673;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000400037;112.ARQ.SG000556503;1;;870526,3386;4089137,842;870524,4733;4089119,6644;-199628,7663;4109904,5431;-199632,9201;4109886,6671;;;;;;
R1-112;'112.BTV.D100000710;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 181-182;'181-182;No;;0,4;0,4;15,811388299999999;16,31;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335459,355;4082705,0476;434;335472,355;4082714,047;434;0484618396LB368759744;0484604011LB368760578;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870281,0911;4089176,5826;870293,5166;4089186,3947;-199868,2318;4109974,1122;-199854,6124;4109982,3196;;;;;;
R1-112;'112.BTV.D100000776;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 24-AC1;'24-AC1;Sí;112-02804015;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X6);6;114,3;'79,18936292000001;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335543,354;4082633,0453;457;335544,354;4082633,0449;457;0484522630LB368753403;0484521509LB368753405;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870369,5694;4089109,912;870370,5688;4089109,9744;-199788,4933;4109896,5105;-199787,4896;4109896,4466;;;;;;
R1-112;'112.BTV.D100000133;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 91-AC1;'91-AC1;Sí;112-02802074;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335654,356;4082872,045;424;335653,356;4082871,0454;424;0484403321LB368775130;0484404421LB368775038;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870465,46;4089355,7493;870464,5235;4089354,6875;-199661,9068;4110129,3468;-199662,974;4110128,407;;;;;;
R1-112;'112.BTV.D100000596;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 113-114;'113-114;No;;0,4;0,4;4,12310563;4,123;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335472,355;4082753,0473;435;335471,355;4082757,0467;435;0484604857LB368764092;0484606066LB368764450;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870291,062;4089225,3707;870289,8109;4089229,3046;-199852,1362;4110021,4642;-199852,886;4110025,5419;;;;;;
R1-112;'112.BTV.D100000306;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 211-212;'211-212;No;;0,4;0,4;18,60699062;18,601;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335646,355;4082797,0437;451;335631,355;4082808,045;451;0484410670LB368768359;0484427731LB368769324;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870462,1845;4089280,291;870446,5014;4089290,3414;-199674,6993;4110054,5761;-199689,0562;4110066,5705;;;;;;
R1-112;'112.BTV.D100000747;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 200-AC1;'200-AC1;Sí;112-02804149;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335405,355;4082725,048;432;335406,355;4082724,0486;432;0484679390LB368761452;0484678247LB368761364;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870225,8661;4089193,1719;870226,9284;4089192,2361;-199921,1618;4109997,615;-199920,2215;4109996,5485;;;;;;
R1-112;'112.BTV.D100000277;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 182-183;'182-183;No;;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335592,356;4082871,0466;425;335591,356;4082872,046;425;0484472834LB368774932;0484473977LB368775021;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399954;;1;;870403,5613;4089350,8493;870402,499;4089351,7851;-199724,1995;4110132,2812;-199725,1398;4110133,3477;;;;;;
R1-112;'112.BTV.D100000547;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 87-88;'87-88;No;;0,4;0,4;5,385164809999999;5,477;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335501,355;4082683,0464;445;335499,355;4082688,0463;445;0484570816LB368757835;0484573167LB368758282;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870324,4496;4089157,2386;870322,1362;4089162,1095;-199827,4732;4109949,3631;-199829,1632;4109954,5084;;;;;;
R1-112;'112.BTV.D100000661;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 152-153;'152-153;No;;0,4;0,4;7,07106781;9,95;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335570,355;4082808,0463;440;335577,355;4082809,0464;440;0484496143LB368769218;0484488314LB368769320;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870385,5393;4089286,5034;870392,472;4089287,9435;-199750,2818;4110070,4447;-199743,1924;4110071,0041;;;;;;
R1-112;'112.BTV.D100000669;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 157-AC1;'157-AC1;Sí;112-02804114;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335604,355;4082804,0451;452;335604,355;4082803,0451;452;0484457925LB368768916;0484457903LB368768826;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870419,77;4089284,6446;870419,8329;4089283,6452;-199716,41;4110064,27;-199716,4736;4110063,2663;;;;;;
R1-112;'112.BTV.D100000492;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 219-AC1;'219-AC1;Sí;112-02802185;0,4;0,4;0,9901000000000001;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335622,355;4082815,0447;440;335622,355;4082816,0447;440;0484437976LB368769939;0484437998LB368770029;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870437,0665;4089296,7703;870437,0035;4089297,7697;-199697,6451;4110074,1675;-199697,5817;4110075,1712;;;;;;
R1-112;'112.BTV.D100000093;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 72-73;'72-73;No;;0,4;0,4;6,70820393;6,708;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335685,355;4082862,0443;424;335679,355;4082865,0437;424;0484368339LB368774283;0484375133LB368774543;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870497,0692;4089347,7059;870490,8841;4089350,3258;-199631,4281;4110117,341;-199637,2599;4110120,7324;;;;;;
R1-112;'112.BTV.D100000050;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 47-48;'47-48;No;;0,4;0,4;8,485281370000001;8,485;Subterránea;Trifásico;;RV 4X50 AL;50;120;83,13843876;;0,387;0,1;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335764,355;4082783,042;430;335758,355;4082777,0423;430;0484278028LB368767302;0484284627LB368766751;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556563;112.ARQ.SG000556558;1;;870580,9926;4089273,7249;870575,3739;4089267,3514;-199557,1519;4110033,0309;-199563,555;4110027,39;;;;;;
R1-112;'112.BTV.D100000729;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 191-AC1;'191-AC1;Sí;112-02804140;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335424,355;4082649,0471;448;335425,355;4082649,0467;448;0484656433LB368754638;0484655311LB368754639;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870249,6375;4089118,4143;870250,6369;4089118,4768;-199906,9167;4109920,1266;-199905,913;4109920,0626;;;;;;
R1-112;'112.BTV.D100000689;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 168-169;'168-169;No;;0,4;0,4;5;5;Aérea;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335449,355;4082693,0467;438;335445,355;4082690,0474;438;0484629350LB368758645;0484633771LB368758368;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399787;1;;870271,8527;4089163,9598;870268,0439;4089160,7107;-199879,0308;4109962,7017;-199883,236;4109959,9454;;;;;;
R1-112;'112.BTV.D100000765;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 7-AC1;'7-AC1;Sí;112-02804004;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X10);10;135,9;94,1542819;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335527,354;4082621,0449;457;335526,354;4082620,0454;457;0484540314LB368752294;0484541413LB368752202;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870354,3347;4089096,912;870353,3983;4089095,8502;-199805,3143;4109885,4815;-199806,3815;4109884,5418;;;;;;
R1-112;'112.BTV.D100000157;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 103-104;'103-104;No;;0,4;0,4;3,6055512800000002;7;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335649,356;4082884,0451;424;335652,356;4082882,0449;424;0484409189LB368776203;0484405781LB368776028;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870459,7077;4089367,4273;870462,8318;4089365,6171;-199666,1634;4110141,7088;-199663,2793;4110139,5106;;;;;;
R1-112;'112.BTV.D100000520;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 251-AC1;'251-AC1;Sí;112-02802213;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335555,356;4082849,0458;431;335556,356;4082849,0465;431;0484513853LB368772886;0484512732LB368772887;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870367,9691;4089326,5333;870368,9685;4089326,5969;-199762,7332;4110112,5481;-199761,7295;4110112,4853;;;;;;
R1-112;'112.BTV.D100000121;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 86-AC1;'86-AC1;Sí;112-02802067;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335700,355;4082845,0441;430;335699,355;4082845,0445;430;0484351148LB368772777;0484352269LB368772776;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870513,1299;4089331,6604;870512,1304;4089331,5979;-199617,452;4110099,3256;-199618,4557;4110099,3895;;;;;;
R1-112;'112.BTV.D100000361;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 8-9;'8-9;No;;0,4;0,4;5,385164809999999;5,385;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335523,354;4082628,0446;450;335521,3541;4082633,0456;450;0484544951LB368752918;0484547303LB368753365;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870349,8966;4089103,6556;870347,5832;4089108,5276;-199808,8848;4109892,7611;-199810,5746;4109897,9075;;;;;;
R1-112;'112.BTV.D100000480;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 207-AC1;'207-AC1;Sí;112-02802173;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335636,355;4082799,0438;451;335635,355;4082799,0442;451;0484421928LB368768521;0484423049LB368768520;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870452,0649;4089281,6605;870451,0655;4089281,598;-199684,6092;4110057,2185;-199685,6129;4110057,2824;;;;;;
R1-112;'112.BTV.D100000473;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 199-AC1;'199-AC1;Sí;112-02802166;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335670,355;4082777,0427;457;335671,355;4082777,0433;457;0484383320LB368766598;0484382199LB368766600;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870487,4284;4089261,813;870488,4278;4089261,8766;-199651,8804;4110032,9774;-199650,8766;4110032,9146;;;;;;
R1-112;'112.BTV.D100000088;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 70-AC1;'70-AC1;Sí;112-02802050;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335693,355;4082857,044;432;335694,355;4082857,0446;432;0484359258LB368773846;0484358137LB368773848;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870505,3789;4089343,2123;870506,3782;4089343,2759;-199623,716;4110111,8143;-199622,7123;4110111,7514;;;;;;
R1-112;'112.BTV.D100000117;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 84-AC2;'84-AC2;Sí;112-02802065;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335684,355;4082853,0436;432;335685,355;4082852,0442;432;0484369265LB368773470;0484368122LB368773382;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870496,6363;4089338,6479;870497,6986;4089337,7121;-199633,0033;4110108,3704;-199632,063;4110107,3039;;;;;;
R1-112;'112.BTV.D100000422;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 65-66;'65-66;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335511,355;4082720,0465;445;335508,355;4082719,0457;445;0484560403LB368761186;0484563746LB368761091;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870332,1147;4089194,845;870329,1796;4089193,656;-199815,0871;4109985,8651;-199818,1617;4109985,0511;;;;;;
R1-112;'112.BTV.D100000622;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 129-AC2;'129-AC2;Sí;112-02804095;0,4;0,4;1,41421356;1,4140000000000001;Fachada;Monofásico;;MANGUERA CU(2X4);4;43,2;29,92983795;;5,09;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335511,355;4082773,0458;443;335512,355;4082774,0464;443;0484561553LB368765961;0484560453LB368766053;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870328,779;4089247,8112;870329,7154;4089248,8742;-199811,7222;4110039,0605;-199810,655;4110040,0014;;;;;;
R1-112;'112.BTV.D100000168;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 109-AC1;'109-AC1;Sí;112-02802091;0,4;0,4;1,42130222;1,4140000000000001;Fachada;Monofásico;;MANGUERA (2X2.5);2,5;31,7;21,962404239999998;;8,21;0,12000000000000001;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335627,356;4082899,0452;419;335628,356;4082900,0448;419;0484434188LB368777516;0484433088LB368777608;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870436,7773;4089381,0334;870437,7138;4089382,0953;-199687,2924;4110158,1612;-199686,2252;4110159,1009;;;;;;
R1-112;'112.BTV.D100000612;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 123-124;'123-124;No;;0,4;0,4;13;13;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335502,355;4082781,0467;443;335507,355;4082769,0476;443;0484571820LB368766667;0484565952LB368765594;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870319,281;4089255,2408;870325,0331;4089243,5638;-199820,2476;4110047,6625;-199815,9909;4110035,3016;;;;;;
R1-112;'112.BTV.P200000003;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 263-264;'263-264;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;RZ 3X95 AL /54.6;95;230;159,3486743;;0,193;0,09000000000000001;1;Simplex;9/2/2015, 0:00:00;;;;Propio;100;335618,356;4082864,0447;426;335615,356;4082865,0449;426;0484443523LB368774347;0484446909LB368774432;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.APO.SG000399971;;1;;870429,9859;4089345,4881;870426,9248;4089346,2989;-199698,5479;4110123,6025;-199701,4955;4110124,797;;;;;;
R1-112;'112.BTV.D100000625;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 126-131;'126-131;No;;0,4;0,4;2,23615742;2,236;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335509,355;4082765,0455;443;335510,355;4082763,0462;443;0484563622LB368765237;0484562457LB368765059;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870327,2838;4089239,6901;870328,409;4089237,7549;-199814,2375;4110031,1577;-199813,3608;4110029,0874;;;;;;
R1-112;'112.BTV.D100000510;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 238-AC1;'238-AC1;Sí;112-02802203;0,4;0,4;1;1;Fachada;Monofásico;;MANGUERA (2X6);6;55;38,10511777;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335526,356;4082832,047;436;335526,356;4082831,047;436;0484546008LB368771303;0484545987LB368771213;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870340,0571;4089307,7198;870340,12;4089306,7204;-199792,9198;4110097,3276;-199792,9833;4110096,3239;;;;;;
R1-112;'112.BTV.D100000585;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 107-108;'107-108;No;;0,4;0,4;2;2;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335468,355;4082746,047;435;335468,355;4082748,047;435;0484609192LB368763454;0484609235LB368763634;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870287,505;4089218,1229;870287,3792;4089220,1217;-199856,5955;4110014,6919;-199856,4685;4110016,6993;;;;;;
R1-112;'112.BTV.D100000271;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 175-177;'175-177;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;MANGUERA CU(4X16);16;146,1;101,22104919;;1,22;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335618,356;4082869,0447;426;335615,356;4082870,045;426;0484443631LB368774797;0484447017LB368774882;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870429,6711;4089350,485;870426,6101;4089351,2959;-199698,2305;4110128,6211;-199701,178;4110129,8155;;;;;;
R1-112;'112.BTV.D100000589;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 104-110;'104-110;No;;0,4;0,4;5,09901951;7,874;Aérea;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335471,355;4082740,0466;441;335476,355;4082741,0476;441;0484605697LB368762918;0484600111LB368763017;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;112.APO.SG000399817;1;;870290,8809;4089212,3151;870295,8148;4089213,6301;-199853,9653;4110008,4788;-199848,8832;4110009,1661;;;;;;
R1-112;'112.BTV.D100000668;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 156-157;'156-157;No;;0,4;0,4;9,05538514;9,11;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335595,355;4082805,0448;452;335604,355;4082804,0451;452;0484468040LB368768991;0484457925LB368768916;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870410,7127;4089285,0772;870419,77;4089284,6446;-199725,3799;4110065,8448;-199716,41;4110064,27;;;;;;
R1-112;'112.BTV.D100000648;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 146-147;'146-147;No;;0,4;0,4;3,16227766;3,162;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335532,355;4082800,0462;442;335529,355;4082799,0464;442;0484538586LB368768431;0484541929LB368768335;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870348,0665;4089276,1165;870345,1313;4089274,9286;-199788,9303;4110064,8275;-199792,0048;4110064,0146;;;;;;
R1-112;'112.BTV.D200000321;;'112.LBT.D200000129;LP36 CANTARRA,PRADO, AND NAVARRE * V: 11-12;'11-12;No;;0,4;0,4;10;16,401;Fachada;Trifásico;;MANGUERA CU(4X6);6;83,8;58,05834307;;3,39;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;100;335672,355;4082745,0426;447;335680,355;4082739,0435;447;0484380384LB368763719;0484371282LB368763192;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870491,4413;4089229,9587;870499,8139;4089224,4668;-199651,9046;4110000,7321;-199644,2559;4109994,2028;;;;;;
R1-112;'112.BTV.D100000718;;'112.LBT.D100000002;LP45 DEPÓSITO AGUA * Vano: 185-186;'185-186;No;;0,4;0,4;4,12300861;4,123;Fachada;Trifásico;;MANGUERA CU(4X10);10;111,8;77,45731211;;1,9500000000000002;0,11;1;Simplex;9/2/1995, 0:00:00;;;;Propio;90;335417,355;4082672,0473;438;335418,355;4082668,0468;438;0484664782LB368756698;0484663574LB368756339;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;;;1;;870241,1943;4089140,9596;870242,4454;4089137,0245;-199912,4824;4109943,6563;-199911,7327;4109939,5775;;;;;;
R1-112;'112.BTV.6307224648;;'112.LBT.6307224615;LP94 CALLE CERRILLO, CALLE CASTAÑA Vano: 4-5;'4-5;No;;0,4;0,42;15,153658440000001;11,5;Subterránea;Trifásico;;RV 3X240 /150;240;410;284,05633244;;0,075;0,08;1;Simplex;29/10/2020, 0:00:00;;;;Propio;0;335604,43;4082660,8095;476;335589,372;4082662,5056;476;0484454736LB368756011;0484471660LB368756138;;Andalucía;Andalucía;Ardales;Málaga;;No;;;;112.ARQ.SG000556455;;2;;870428,86;4089141,5029;870413,7047;4089142,2502;-199725,4287;4109920,4999;-199740,4346;4109923,1583;;;;;;
